quality,n_samples,n_pos,n_neg,accuracy,precision,recall,f1,roc_auc,pr_auc,tp,fp,tn,fn
ds3__platsim_raw_vale_id__originali__buono__riso_paella__000347.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000285.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__patatine__000291.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000298.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000302.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000305.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000308.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000313.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000315.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000226.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000230.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000235.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000248.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000258.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000261.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000279.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pasta__000283.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000168.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__dessert__000185.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__dessert__000186.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__dessert__000191.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__fritti__000206.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds3__platsim_raw_vale_id__originali__buono__frutta_verdura__000211.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__frutta_verdura__000212.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds3__platsim_raw_vale_id__originali__buono__kebab__000219.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__fritti__000088.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__frutta_verdura__000093.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pasta__000103.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pasta__000104.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pasta__000107.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pasta__000110.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pasta__000112.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__patatine__000130.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__carne__000043.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__carne__000045.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__carne__000048.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__carne__000056.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__carne__000057.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds4__platsim_whatsapp_vale_id__originali__buono__dessert__000078.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__dessert__000081.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__fritti__000084.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__cattivo__pizza__bruciato__000397.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__cattivo__pizza__bruciato__000398.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds4__platsim_whatsapp_vale_id__originali__buono__altro__000016.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__altro__000026.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__burger_panino__000031.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__burger_panino__000032.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__burger_panino__000036.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__burger_panino__000037.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__riso_paella__000348.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__riso_paella__000350.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__sushi__000360.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__sushi__000373.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__sushi__000374.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__zuppa__000380.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__cattivo__pasta__bruciato__000393.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__cattivo__pasta__bruciato__000394.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000079.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds5__raw_vale_id__originali__buono__altro__000088.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000104.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__burger_panino__000108.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__burger_panino__000119.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__burger_panino__000129.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__carne__000134.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds5__raw_vale_id__originali__buono__carne__000138.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000040.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds5__raw_vale_id__originali__buono__altro__000043.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000045.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000060.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000068.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000071.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000074.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000075.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__riso_paella__000157.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__sushi__000167.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000000.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000012.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000018.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000032.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000034.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__altro__000036.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pizza__000136.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pizza__000137.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pizza__000141.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds4__platsim_whatsapp_vale_id__originali__buono__pizza__000143.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__pizza__000144.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds4__platsim_whatsapp_vale_id__originali__buono__riso_paella__000150.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds4__platsim_whatsapp_vale_id__originali__buono__riso_paella__000151.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds4__platsim_whatsapp_vale_id__originali__buono__riso_paella__000156.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__patatine__000129.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__pizza__000134.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__pizza__000139.jpeg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds6__whatsapp_vale_id__originali__buono__riso_paella__000151.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__riso_paella__000154.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__riso_paella__000159.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__riso_paella__000162.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000143.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__fritti__000090.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__fritti__000091.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__frutta_verdura__000093.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__pasta__000100.jpeg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds6__whatsapp_vale_id__originali__buono__pasta__000107.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__pasta__000112.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__pasta__000113.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__pasta__000127.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__altro__000024.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__carne__000042.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__carne__000046.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__carne__000050.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__carne__000057.jpeg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds6__whatsapp_vale_id__originali__buono__carne__000060.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__dessert__000069.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__dessert__000083.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__sushi__000374.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__buono__sushi__000375.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__cattivo__altro__bruciato__000386.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__cattivo__pasta__bruciato__000393.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds5__raw_vale_id__originali__cattivo__pasta__bruciato__000394.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__altro__000007.jpeg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__altro__000008.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds6__whatsapp_vale_id__originali__buono__altro__000013.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000303.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000323.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000356.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000360.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000361.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000364.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000369.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000372.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000243.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000244.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000250.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000265.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000278.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000285.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000292.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000298.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000188.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000193.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000202.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000214.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000218.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000226.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000232.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000238.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000144.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000145.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000152.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000154.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000159.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000163.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000175.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__000177.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
