path,label,source,quality,food_category,defect_type,generator
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000615.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000615.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__dessert__000199.jpg,0,originali,ds5__raw_vale_id__originali__buono__dessert__000199.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__dessert__000472.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__dessert__000472.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001589.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001589.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000814.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000814.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__marcio__gpt_image_1_5__001617.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__marcio__gpt_image_1_5__001617.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__pasta__000273.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__pasta__000273.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000328.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000328.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__riso__paella__bruciato__gpt_image_1_5__000759.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__riso__paella__bruciato__gpt_image_1_5__000759.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__patatine__000295.jpg,0,originali,ds5__raw_vale_id__originali__buono__patatine__000295.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001526.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001526.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__burger__panino__marcio__gpt_image_1_mini__000290.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__burger__panino__marcio__gpt_image_1_mini__000290.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_mini__001250.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_mini__001250.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000839.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000839.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002094.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002094.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000990.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000990.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000871.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000871.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001318.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001318.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002170.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002170.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001047.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001047.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__bruciato__gpt_image_1_5__000011.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__bruciato__gpt_image_1_5__000011.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000210.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000210.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds4__platsim_whatsapp_vale_id__originali__buono__carne__000047.jpg,0,originali,ds4__platsim_whatsapp_vale_id__originali__buono__carne__000047.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001284.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001284.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__crudo__gpt_image_1_mini__001572.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__crudo__gpt_image_1_mini__001572.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000533.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000533.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000340.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000340.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__sushi__marcio__gpt_image_1_5__000408.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__sushi__marcio__gpt_image_1_5__000408.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001134.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001134.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000925.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000925.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000640.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000640.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001399.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001399.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__marcio__gpt_image_1_mini__001684.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__marcio__gpt_image_1_mini__001684.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__bruciato__gpt_image_1_5__000508.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__bruciato__gpt_image_1_5__000508.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__crudo__gpt_image_1_5__002448.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__crudo__gpt_image_1_5__002448.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000097.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000097.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000567.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000567.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__pasta__000247.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__pasta__000247.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001125.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001125.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001995.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001995.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__burger_panino__000128.jpg,0,originali,ds5__raw_vale_id__originali__buono__burger_panino__000128.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__dessert__ammuffito__gpt_image_1_5__001306.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__dessert__ammuffito__gpt_image_1_5__001306.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000336.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000336.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__riso_paella__000333.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__riso_paella__000333.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001854.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001854.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000897.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000897.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000113.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000113.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000646.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000646.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000921.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000921.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001562.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001562.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__fritti__crudo__gpt_image_1_mini__001465.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__fritti__crudo__gpt_image_1_mini__001465.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000044.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000044.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000495.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000495.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_5__000143.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_5__000143.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002024.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002024.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001097.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001097.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds4__platsim_whatsapp_vale_id__originali__buono__altro__000021.jpg,0,originali,ds4__platsim_whatsapp_vale_id__originali__buono__altro__000021.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__altro__insetti__gpt_image_1_5__000042.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__altro__insetti__gpt_image_1_5__000042.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000337.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000337.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001976.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001976.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000240.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000240.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000161.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000161.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001651.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001651.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__dessert__ammuffito__gpt_image_1_5__000384.jpg,1,modificate,,ds5__raw_vale_id__modificate__dessert__ammuffito__gpt_image_1_5__000384.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__crudo__gpt_image_1_5__002475.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__crudo__gpt_image_1_5__002475.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000295.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000295.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__altro__bruciato__gpt_image_1_5__000039.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__altro__bruciato__gpt_image_1_5__000039.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000899.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000899.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002058.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002058.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__marcio__gpt_image_1_mini__002558.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__marcio__gpt_image_1_mini__002558.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000533.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000533.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000536.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000536.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000250.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000250.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000765.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000765.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002195.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002195.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002483.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002483.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000520.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000520.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001892.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001892.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000191.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000191.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001843.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001843.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__carne__marcio__gpt_image_1_mini__000378.jpg,1,modificate,,ds5__raw_vale_id__modificate__carne__marcio__gpt_image_1_mini__000378.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000822.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000822.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001403.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001403.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__dessert__000196.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__dessert__000196.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001849.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001849.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__dessert__marcio__gpt_image_1_mini__000437.jpg,1,modificate,,ds5__raw_vale_id__modificate__dessert__marcio__gpt_image_1_mini__000437.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002085.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002085.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000106.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000106.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pizza__crudo__gpt_image_1_5__002237.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pizza__crudo__gpt_image_1_5__002237.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000714.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000714.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002389.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002389.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000343.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000343.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pizza__crudo__gpt_image_1_5__002262.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pizza__crudo__gpt_image_1_5__002262.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000599.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000599.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds6__whatsapp_vale_id__originali__buono__frutta_verdura__000094.jpeg,0,originali,ds6__whatsapp_vale_id__originali__buono__frutta_verdura__000094.jpeg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__carne__crudo__gpt_image_1_mini__000132.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__carne__crudo__gpt_image_1_mini__000132.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000936.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000936.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_5__001813.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_5__001813.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__carne__000168.jpg,0,originali,ds5__raw_vale_id__originali__buono__carne__000168.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001180.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001180.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000852.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000852.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000567.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000567.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000997.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000997.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000887.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000887.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds6__whatsapp_vale_id__originali__buono__pasta__000110.jpeg,0,originali,ds6__whatsapp_vale_id__originali__buono__pasta__000110.jpeg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__riso_paella__000354.jpg,0,originali,ds5__raw_vale_id__originali__buono__riso_paella__000354.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__patatine__bruciato__001348.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__patatine__bruciato__001348.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__carne__bruciato__gpt_image_1_5__000318.jpg,1,modificate,,ds5__raw_vale_id__modificate__carne__bruciato__gpt_image_1_5__000318.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds4__platsim_whatsapp_vale_id__originali__buono__pasta__000127.jpg,0,originali,ds4__platsim_whatsapp_vale_id__originali__buono__pasta__000127.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__sushi__insetti__gpt_image_1_5__000403.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__sushi__insetti__gpt_image_1_5__000403.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_5__001925.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_5__001925.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_5__001830.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_5__001830.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001640.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001640.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001817.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001817.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__dessert__bruciato__gpt_image_1_mini__001348.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__dessert__bruciato__gpt_image_1_mini__001348.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds6__whatsapp_vale_id__originali__buono__carne__000049.jpg,0,originali,ds6__whatsapp_vale_id__originali__buono__carne__000049.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__pasta__crudo__gpt_image_1_5__000254.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__pasta__crudo__gpt_image_1_5__000254.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002402.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002402.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000222.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000222.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__riso__paella__insetti__gpt_image_1_mini__000815.jpg,1,modificate,,ds5__raw_vale_id__modificate__riso__paella__insetti__gpt_image_1_mini__000815.jpg,,
